CustomerID,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,jobs,Total_Trans_Ct,Total_Trans_Amt,Ocak_Trans_Ct,Subat_Trans_Ct,Mart_Trans_Ct,Nisan_Trans_Ct,Mayis_Trans_Ct,Haziran_Trans_Ct,Temmuz_Trans_Ct,Ocak_Trans_Amt,Subat_Trans_Amt,Mart_Trans_Amt,Nisan_Trans_Amt,Mayis_Trans_Amt,Haziran_Trans_Amt,Temmuz_Trans_Amt,credit_card_tran_ct,credit_card_tran_Amt,credit_card_tran_ct_1,credit_card_tran_ct_2,credit_card_tran_ct_3,credit_card_tran_ct_4,credit_card_tran_ct_5,credit_card_tran_ct_6,credit_card_tran_ct_7,credit_card_tran_Amt_1,credit_card_tran_Amt_2,credit_card_tran_Amt_3,credit_card_tran_Amt_4,credit_card_tran_Amt_5,credit_card_tran_Amt_6,credit_card_tran_Amt_7,expense_type_most_freq,expense_type_most_freq_counts_x,expense_type_amount,expense_type_amount_total_x,expense_description_most_freq,expense_description_most_freq_counts_x,expense_description_amount,expense_description_amount_total_x,expense_type_most_freq_Ocak,expense_type_most_freq_Ocak_counts_x,expense_type_amount_Ocak,expense_type_amount_Ocak_total_x,expense_description_most_freq_Ocak,expense_description_most_freq_Ocak_counts_x,expense_description_amount_Ocak,expense_description_amount_Ocak_total_x,expense_type_most_freq_Subat,expense_type_most_freq_Subat_counts_x,expense_type_amount_Subat,expense_type_amount_Subat_total_x,expense_description_most_freq_Subat,expense_description_most_freq_Subat_counts_x,expense_description_amount_Subat,expense_description_amount_Subat_total_x,expense_type_most_freq_Mart,expense_type_most_freq_Mart_counts_x,expense_type_amount_Mart,expense_type_amount_Mart_total_x,expense_description_most_freq_Mart,expense_description_most_freq_Mart_counts_x,expense_description_amount_Mart,expense_description_amount_Mart_total_x,expense_type_most_freq_Nisan,expense_type_most_freq_Nisan_counts_x,expense_type_amount_Nisan,expense_type_amount_Nisan_total_x,expense_description_most_freq_Nisan,expense_description_most_freq_Nisan_counts_x,expense_description_amount_Nisan,expense_description_amount_Nisan_total_x,expense_type_most_freq_Mayis,expense_type_most_freq_Mayis_counts_x,expense_type_amount_Mayis,expense_type_amount_Mayis_total_x,expense_description_most_freq_Mayis,expense_description_most_freq_Mayis_counts_x,expense_description_amount_Mayis,expense_description_amount_Mayis_total_x,expense_type_most_freq_Haziran,expense_type_most_freq_Haziran_counts_x,expense_type_amount_Haziran,expense_type_amount_Haziran_total_x,expense_description_most_freq_Haziran,expense_description_most_freq_Haziran_counts_x,expense_description_amount_Haziran,expense_description_amount_Haziran_total_x,expense_type_most_freq_Temmuz,expense_type_most_freq_Temmuz_counts_x,expense_type_amount_Temmuz,expense_type_amount_Temmuz_total_x,expense_description_most_freq_Temmuz,expense_description_most_freq_Temmuz_counts_x,expense_description_amount_Temmuz,expense_description_amount_Temmuz_total_x,TransactionType_most_freq,TransactionType_most_freq_counts_x,TransactionType_amount_most,TransactionType_amount_most_total_x,Transaction_Description_most_freq,Transaction_Description_most_freq_counts_x,Transaction_Description_amount_most,Transaction_Description_amount_most_total_x,TransactionType_most_freq_Ocak,TransactionType_most_freq_Ocak_counts_x,TransactionType_amount_most_Ocak,TransactionType_amount_most_Ocak_total_x,Transaction_Description_most_freq_Ocak,Transaction_Description_most_freq_Ocak_counts_x,Transaction_Description_amount_Ocak,Transaction_Description_amount_Ocak_total_x,TransactionType_most_freq_Subat,TransactionType_most_freq_Subat_counts_x,TransactionType_amount_Subat,TransactionType_amount_Subat_total_x,Transaction_Description_most_freq_Subat,Transaction_Description_most_freq_Subat_counts_x,Transaction_Description_amount_Subat,Transaction_Description_amount_Subat_total_x,TransactionType_most_freq_Mart,TransactionType_most_freq_Mart_counts_x,TransactionType_amount_Mart,TransactionType_amount_Mart_total_x,Transaciton_Description_most_freq_Mart,Transaciton_Description_most_freq_Mart_counts_x,Transaction_Description_amount_Mart,Transaction_Description_amount_Mart_total_x,TransactionType_most_freq_Nisan,TransactionType_most_freq_Nisan_counts_x,TransactionType_amount_Nisan,TransactionType_amount_Nisan_total_x,Transaction_Description_most_freq_Nisan,Transaction_Description_most_freq_Nisan_counts_x,Transaction_Description_amount_Nisan,Transaction_Description_amount_Nisan_total_x,TransactionType_most_freq_Mayis,TransactionType_most_freq_Mayis_counts_x,TransactionType_amount_Mayis,TransactionType_amount_Mayis_total_x,Transaction_Description_most_freq_Mayis,Transaction_Description_most_freq_Mayis_counts_x,Transaction_Description_amount_Mayis,Transaction_Description_amount_Mayis_total_x,TransactionType_most_freq_Haziran,TransactionType_most_freq_Haziran_counts_x,TransactionType_amount_Haziran,TransactionType_amount_Haziran_total_x,Transaction_Description_most_freq_Haziran,Transaction_Description_most_freq_Haziran_counts_x,Transaction_Description_amount_Haziran,Transaction_Description_amount_Haziran_total_x,TransactionType_most_freq_Temmuz,TransactionType_most_freq_Temmuz_counts_x,TransactionType_amount_Temmuz,TransactionType_amount_Temmuz_total_x,Transaction_Description_most_freq_Temmuz,Transaction_Description_most_freq_Temmuz_counts_x,Transaction_Description_amount_Temmuz,Transaction_Description_amount_Temmuz_total_x,Guncel_hesap_bakiyesi,ocak_to_subat_tran_ct_degisim,subat_to_mart_tran_ct_degisim,mart_to_nisan_tran_ct_degisim,nisan_to_mayis_tran_ct_degisim,mayis_to_haziran_tran_ct_degisim,haziran_to_temmuz_tran_ct_degisim,ocak_to_subat_tran_amt_degisim,subat_to_mart_tran_amt_degisim,mart_to_nisan_tran_amt_degisim,nisan_to_mayis_tran_amt_degisim,mayis_to_haziran_tran_amt_degisim,haziran_to_temmuz_tran_amt_degisim,credit_cart_tran_ct_degisim_1to2,credit_cart_tran_ct_degisim_2to3,credit_cart_tran_ct_degisim_3to4,credit_cart_tran_ct_degisim_4to5,credit_cart_tran_ct_degisim_5to6,credit_cart_tran_ct_degisim_6to7,credit_cart_tran_Amt_degisim_1to2,credit_cart_tran_Amt_degisim_2to3,credit_cart_tran_Amt_degisim_3to4,credit_cart_tran_Amt_degisim_4to5,credit_cart_tran_Amt_degisim_5to6,credit_cart_tran_Amt_degisim_6to7
708134283,35,M,2,Uneducated,Married,Less than $40K,Blue,36,4,3,3,3131.0,629,2502.0,0.749,0.632,0.097096508,blue-collar,49,30241.97,1,7,8,5,10,11,7,27.03,4880.25,5168.03,4264.65,5310.98,5443.77,5147.26,93,3648.11,9,14,17,14,14,18,7,390.09,432.5,522.61,594.01,643.95,457.0,607.95,Transportation,17,Health,686.46,Organic food store,7,Amusement park,528.68,Transportation,4.0,Groceries,254.71,Bus ticket,3.0,Organic food store,234.67,Health,3,Clothing,156.6,Fast food,2,Taxi,85.9,Technology,4,Technology,193.32,Bus ticket,3,Bus ticket,129.58,Clothing,3,Clothing,237.2,Organic food store,2,Online clothing shopping,197.9,Health,4,Entertainment,314.87,Amusement park,2,Amusement park,314.87,Miscellaneous,7,Health,178.34,Donations,3,Therapy session,115.29,Groceries,2.0,Health,236.78,Supermarket shopping,2.0,Pharmacy,236.78,Payment,15,IncomingTransfer,16200.0,Credit Card Payment,6,Salary,16200.0,Purchase,1.0,Purchase,27.03,Pharmacy,1.0,Pharmacy,27.03,Payment,2,IncomingTransfer,2700.0,ATM Withdrawal,1,Salary,2700.0,Payment,2,IncomingTransfer,2700.0,ATM Withdrawal,2,Salary,2700.0,Payment,2,IncomingTransfer,2700.0,Best Buy Return,1,Salary,2700.0,Payment,3,IncomingTransfer,2700.0,Home Improvement,2,Salary,2700.0,Payment,4,IncomingTransfer,2700.0,Direct Deposit,2,Salary,2700.0,Payment,2,IncomingTransfer,2700.0,ATM Withdrawal,1,Salary,2700.0,4210.069535,6.0,0.142857143,-0.375,1.0,0.1,-0.363636364,179.5493896,0.058968291,-0.174801617,0.24534956,0.025002918,-0.054467768,0.555555556,0.214285714,-0.176470588,0.0,0.285714286,-0.611111111,0.108718501,0.208346821,0.136621955,0.084072659,-0.290317571,0.330306346
708147108,26,M,0,Graduate,Divorced,Unknown,Blue,36,6,1,3,21084.0,2517,18567.0,0.763,0.543,0.06199887,engineer,89,99485.86,3,18,16,15,13,14,10,589.61,16554.62,16591.97,16288.27,17680.53,16060.85,15720.01,100,15686.21,7,22,13,7,14,23,14,871.74,3609.15,2388.52,2870.81,1835.72,2648.78,1461.49,Groceries,17,Groceries,3061.57,Supermarket shopping,6,Dental care,1279.63,Clothing,4.0,Groceries,553.91,Boutique shopping,3.0,Organic food store,553.91,Groceries,6,Technology,930.2,Amusement park,2,Hardware purchase,930.2,Groceries,5,Groceries,1131.99,Supermarket shopping,4,Supermarket shopping,1040.87,Health,3,Health,1285.43,Cafe,1,Farmer's market,595.33,Clothing,3,Clothing,949.39,Brunch,1,Thrift store,419.58,Miscellaneous,5,Clothing,642.52,Doctor appointment,2,Online clothing shopping,584.3,Restaurant,4.0,Health,546.77,Cafe,2.0,Therapy session,518.25,Deposit,21,IncomingTransfer,48155.84,Mobile Deposit,8,Salary,47400.0,OnlineShopping,1.0,OnlineShopping,359.05,Best Buy,1.0,Best Buy,359.05,Deposit,7,IncomingTransfer,7900.0,Direct Deposit,3,Salary,7900.0,Return,5,IncomingTransfer,8355.75,Target Return,2,Salary,7900.0,Deposit,4,IncomingTransfer,7900.0,Cash Deposit,2,Salary,7900.0,Deposit,3,IncomingTransfer,7900.0,Mobile App Withdrawal,2,Salary,7900.0,Deposit,4,IncomingTransfer,7900.0,AliExpress,2,Salary,7900.0,Payment,3,IncomingTransfer,8200.09,Bill Payment,1,Salary,7900.0,12377.83745,5.0,-0.111111111,-0.0625,-0.133333333,0.076923077,-0.285714286,27.0772375,0.002256168,-0.018304035,0.085476235,-0.091608114,-0.021221791,2.142857143,-0.409090909,-0.461538462,1.0,0.642857143,-0.391304348,3.14016794,-0.338204286,0.201920017,-0.360556777,0.442910684,-0.448240322
708177333,51,F,2,High School,Married,Less than $40K,Silver,36,5,3,0,11261.0,2485,8776.0,0.736,0.857,0.099369061,blue-collar,44,44234.54,2,9,9,8,4,7,5,338.32,8121.57,7397.18,6586.12,6598.21,7659.22,7533.92,82,13427.94,6,15,12,13,14,5,17,796.21,1837.11,2909.84,1262.43,2610.36,1170.3,2841.69,Restaurant,17,Restaurant,2513.88,Organic food store,6,Car rental,1548.22,Technology,3.0,Transportation,415.76,Online tech shopping,2.0,Car rental,415.76,Transportation,4,Transportation,573.29,Car rental,2,Other expenses,465.73,Restaurant,3,Transportation,1285.7,Boutique shopping,2,Car rental,991.6,Technology,4,Entertainment,317.64,Cafe,1,Theater ticket,317.64,Groceries,5,Entertainment,1092.26,Organic food store,2,Theater ticket,955.46,Groceries,2,Groceries,657.41,Dinner,1,Organic food store,618.33,Restaurant,7.0,Restaurant,1084.89,Fast food,3.0,Breakfast,796.52,Payment,15,Payment,27475.61,Credit Card Payment,6,Credit Card Payment,20300.0,IncomingTransfer,2.0,IncomingTransfer,338.32,Freelance Payment,2.0,Freelance Payment,338.32,OutgoingTransfer,2,Payment,5000.0,Amazon Return,1,Credit Card Payment,3600.0,IncomingTransfer,3,Payment,4200.0,Freelance Payment,2,Credit Card Payment,3600.0,Deposit,3,Payment,3914.68,Cash Deposit,2,Credit Card Payment,2700.0,Payment,3,Payment,4348.21,Credit Card Payment,1,Credit Card Payment,3200.0,Payment,3,Payment,5012.72,Branch Withdrawal,1,Credit Card Payment,3600.0,Payment,2,Payment,5000.0,Credit Card Payment,1,Credit Card Payment,3600.0,-12005.73536,3.5,0.0,-0.111111111,-0.5,0.75,-0.285714286,23.00558643,-0.089193346,-0.109644486,0.001835679,0.160802703,-0.016359368,1.5,-0.2,0.083333333,0.076923077,-0.642857143,2.4,1.307318421,0.583922574,-0.566151404,1.067726527,-0.551671034,1.428172264
708242283,29,M,1,College,Single,$60K - $80K,Blue,36,5,3,2,5346.0,0,5346.0,0.928,0.818,0.267723376,self-employed,92,76652.62,5,11,14,15,20,17,10,915.31,12918.72,12644.85,12232.1,15095.63,12711.69,10134.32,67,17174.99,6,6,18,15,18,4,0,2402.03,1425.56,4145.81,3682.82,2950.34,2568.43,0.0,Entertainment,12,Transportation,3400.9,Organic food store,5,Boutique shopping,1714.73,Groceries,2.0,Transportation,1179.95,Amusement park,1.0,Taxi,635.98,Entertainment,2,Transportation,944.84,Flight ticket,2,Flight ticket,944.84,Technology,4,Clothing,1641.77,Gas station,2,Boutique shopping,825.74,Clothing,3,Clothing,965.32,Optometrist visit,2,Cafe,929.92,Entertainment,4,Entertainment,862.81,Fast food,2,Home supplies,804.68,Clothing,1,Entertainment,936.67,Boutique shopping,1,Cinema ticket,936.67,,,,,,,,,Withdrawal,19,IncomingTransfer,35801.04,ATM Withdrawal,7,Salary,34500.0,Purchase,2.0,Purchase,388.48,Cash Deposit,1.0,Loan Payment,295.84,IncomingTransfer,3,IncomingTransfer,6402.53,Branch Withdrawal,2,Salary,5750.0,Deposit,4,IncomingTransfer,6219.41,Check Deposit,3,Salary,5750.0,Withdrawal,4,IncomingTransfer,5929.1,Mobile App Withdrawal,3,Salary,5750.0,Deposit,4,IncomingTransfer,5750.0,Bank Transfer,3,Salary,5750.0,Withdrawal,5,IncomingTransfer,5750.0,ATM Withdrawal,2,Salary,5750.0,Return,3,IncomingTransfer,5750.0,ATM Withdrawal,1,Salary,5750.0,8654.3,1.2,0.272727273,0.071428571,0.333333333,-0.15,-0.411764706,13.11403787,-0.021199469,-0.032641747,0.234099623,-0.157922525,-0.202755888,0.0,2.0,-0.166666667,0.2,-0.777777778,-1.0,-0.406518653,1.90819748,-0.111676608,-0.198891067,-0.129446098,-1.0
708249708,48,F,1,Doctorate,Married,Less than $40K,Blue,39,3,3,3,4844.0,1576,3268.0,0.809,0.6,0.154556152,engineer,66,41022.49,6,8,8,15,14,6,9,812.19,6453.71,6182.33,6978.24,8184.21,5918.01,6493.8,96,8984.04,6,18,18,20,8,17,9,863.29,1570.92,1380.53,915.37,1379.52,1409.09,1465.32,Restaurant,16,Transportation,2302.54,Cafe,5,Gas station,785.39,Clothing,3.0,Clothing,450.54,Online clothing shopping,2.0,Online clothing shopping,415.65,Transportation,4,Transportation,619.8,Cafe,2,Car rental,425.94,Miscellaneous,5,Miscellaneous,372.18,Breakfast,2,Dental care,310.95,Transportation,5,Clothing,448.3,Electronics shopping,2,Boutique shopping,279.26,Groceries,3,Transportation,624.07,Bus ticket,2,Cafe,438.38,Restaurant,4,Miscellaneous,341.48,Pet supplies,2,Amusement park,323.88,Entertainment,3.0,Transportation,747.57,Breakfast,1.0,Gas station,747.57,Payment,18,Payment,18920.04,Credit Card Payment,6,Salary,16500.0,Purchase,2.0,Purchase,278.53,Branch Withdrawal,1.0,Branch Withdrawal,226.85,Payment,2,Payment,3000.0,AliExpress Return,1,Salary,2750.0,IncomingTransfer,2,Payment,3000.0,Branch Withdrawal,1,Salary,2750.0,Payment,4,Payment,2983.91,Cash Deposit,2,Salary,2750.0,Deposit,3,Payment,4147.39,Freelance Payment,2,Salary,2750.0,Payment,3,Payment,2847.91,Check Deposit,1,Salary,2750.0,Payment,3,Payment,2887.47,Mobile App Withdrawal,2,Salary,2750.0,-1879.095492,0.333333333,0.0,0.875,-0.066666667,-0.571428571,0.5,6.94605942,-0.042050232,0.128739488,0.172818648,-0.276899053,0.09729453,2.0,0.0,0.111111111,-0.6,1.125,-0.470588235,0.819689791,-0.121196496,-0.336943058,0.507062718,0.021434992,0.039905187
708303108,50,F,2,Graduate,Married,Less than $40K,Blue,42,5,3,0,1770.0,1706,64.0,0.626,0.774,0.497618173,services,112,47297.49,5,19,21,15,17,20,15,729.72,7623.18,8266.57,7106.62,7961.47,7909.35,7700.58,111,10569.41,10,14,27,16,25,13,6,689.88,860.77,2654.18,1046.18,2555.59,1265.45,1497.36,Health,19,Health,3031.18,Supermarket shopping,8,Dental care,1564.23,Technology,5.0,Technology,526.64,Hardware purchase,2.0,Hardware purchase,451.18,Health,3,Transportation,216.82,Gadget store,2,Gadget store,186.69,Health,6,Health,1091.04,Farmer's market,3,Doctor appointment,919.03,Health,5,Health,485.32,Supermarket shopping,3,Fast food,248.74,Health,4,Health,902.53,Dental care,3,Dental care,880.42,Technology,4,Health,464.83,Supermarket shopping,2,Dental care,464.83,Entertainment,3.0,Entertainment,788.91,Museum entry,2.0,Museum entry,526.18,Payment,28,Payment,21622.63,ATM Withdrawal,8,Salary,15000.0,Payment,2.0,Return,382.17,AliExpress Return,1.0,AliExpress Return,213.4,Payment,4,Payment,2985.89,Mobile Deposit,2,Salary,2500.0,Purchase,7,Payment,3692.18,Mortgage Payment,3,Salary,2500.0,IncomingTransfer,3,Payment,3432.99,Freelance Payment,2,Salary,2500.0,Payment,5,Payment,3816.23,Check Deposit,3,Salary,2500.0,Purchase,5,Payment,3493.06,ATM Withdrawal,2,Salary,2500.0,Payment,4,Payment,4010.45,Check Deposit,2,Salary,2500.0,-8193.657893,2.8,0.105263158,-0.285714286,0.133333333,0.176470588,-0.25,9.44671929,0.084399162,-0.140318173,0.120289251,-0.00654653,-0.026395342,0.4,0.928571429,-0.407407407,0.5625,-0.48,-0.538461538,0.247709747,2.08349501,-0.605836831,1.442782313,-0.504830587,0.183262871
708337683,51,M,2,Uneducated,Single,$60K - $80K,Blue,40,4,2,2,21800.0,893,20907.0,0.445,0.676,0.021884595,self-employed,80,78837.78,6,12,17,10,7,19,9,1652.96,11514.67,14458.61,11973.67,12019.95,15723.0,11494.92,99,5725.01,6,21,14,18,18,18,4,123.94,1587.63,776.04,1053.91,726.79,1247.76,208.94,Health,18,Health,1493.48,Breakfast,7,Cinema ticket,716.26,Entertainment,2.0,Restaurant,52.65,Amusement park,1.0,Cafe,32.1,Entertainment,6,Entertainment,638.95,Dinner,3,Theater ticket,328.34,Health,3,Health,250.6,Electronics shopping,2,Pharmacy,215.17,Clothing,3,Health,319.59,Breakfast,2,Thrift store,178.86,Clothing,4,Health,363.31,Breakfast,2,Dental care,267.3,Health,5,Health,494.1,Therapy session,3,Cinema ticket,461.07,Miscellaneous,1.0,Transportation,67.29,Cafe,1.0,Flight ticket,67.29,Payment,16,IncomingTransfer,37910.61,ATM Withdrawal,7,Salary,36900.0,Deposit,1.0,Payment,494.65,ATM Withdrawal,1.0,Mortgage Payment,494.65,Purchase,3,IncomingTransfer,6150.0,Bank Transfer,1,Salary,6150.0,Withdrawal,4,IncomingTransfer,7160.61,Branch Withdrawal,3,Salary,6150.0,Deposit,3,IncomingTransfer,6150.0,ATM Withdrawal,1,Salary,6150.0,Payment,2,IncomingTransfer,6150.0,ATM Withdrawal,1,Salary,6150.0,Purchase,5,IncomingTransfer,6150.0,ATM Withdrawal,2,Salary,6150.0,Payment,3,IncomingTransfer,6150.0,ATM Withdrawal,2,Salary,6150.0,10127.26129,1.0,0.416666667,-0.411764706,-0.3,1.714285714,-0.526315789,5.966091133,0.255668638,-0.17186576,0.003865147,0.308075325,-0.268910513,2.5,-0.333333333,0.285714286,0.0,0.0,-0.777777778,11.80966597,-0.511195934,0.35806144,-0.310387035,0.716809532,-0.832547926
708373083,40,F,4,Unknown,Married,$40K - $60K,Blue,30,1,3,4,3356.0,2517,839.0,0.583,0.147,0.393445074,sales,57,71911.32,1,7,9,10,12,13,5,388.78,11676.36,11897.81,12810.93,12132.51,12376.79,10628.14,101,15844.82,6,25,13,14,25,14,4,719.08,4094.15,2643.16,1854.87,1669.26,4219.78,644.52,Miscellaneous,18,Entertainment,3735.08,Organic food store,7,Cinema ticket,1641.01,Miscellaneous,2.0,Miscellaneous,404.35,Gas station,1.0,Home supplies,364.67,Groceries,5,Entertainment,1770.63,Organic food store,3,Cinema ticket,1223.27,Health,3,Health,978.95,Pharmacy,2,Pharmacy,922.68,Transportation,3,Health,614.68,Gas station,2,Optometrist visit,561.66,Health,7,Clothing,683.55,Pharmacy,3,Online clothing shopping,400.05,Groceries,3,Health,1438.05,Footwear store,2,Dental care,1438.05,Entertainment,2.0,Entertainment,533.7,Amusement park,1.0,Cinema ticket,410.71,Payment,14,Payment,34846.18,Credit Card Payment,6,Salary,28800.0,IncomingTransfer,1.0,IncomingTransfer,388.78,Freelance Payment,1.0,Freelance Payment,388.78,Payment,3,Payment,6174.27,Bill Payment,1,Salary,4800.0,Deposit,2,Payment,5800.0,Mobile Deposit,2,Salary,4800.0,Deposit,2,Payment,6400.0,AliExpress,2,Salary,4800.0,Payment,3,Payment,5571.91,ATM Withdrawal,2,Salary,4800.0,Purchase,5,Payment,5600.0,Target Return,2,Salary,4800.0,Payment,2,Payment,5300.0,Best Buy Return,1,Salary,4800.0,-5432.48767,6.0,0.285714286,0.111111111,0.2,0.083333333,-0.615384615,29.03333505,0.018965671,0.076746897,-0.052956343,0.020134333,-0.141284614,3.166666667,-0.48,0.076923077,0.785714286,-0.44,-0.714285714,4.693594593,-0.354405676,-0.298237715,-0.100066312,1.527934534,-0.84726218
708384033,45,F,3,Uneducated,Married,Less than $40K,Blue,35,3,3,3,2745.0,2463,282.0,0.643,0.345,0.464232848,blue-collar,57,43719.47,3,6,11,12,8,10,7,542.81,7062.44,8030.97,7383.98,7263.23,6366.19,7069.85,89,15291.83,5,25,14,10,8,17,10,606.95,2823.19,2792.01,1495.77,2260.99,3538.93,1773.99,Clothing,15,Health,3305.54,Breakfast,5,Farmer's market,1321.94,Entertainment,1.0,Transportation,342.58,Dental care,1.0,Taxi,342.58,Clothing,5,Health,779.48,Cinema ticket,2,Doctor appointment,506.99,Health,3,Technology,1541.25,Donations,2,Hardware purchase,1256.16,Restaurant,3,Restaurant,802.85,Breakfast,2,Breakfast,699.52,Clothing,2,Health,930.8,Bus ticket,1,Optometrist visit,930.8,Groceries,4,Groceries,1206.44,Doctor appointment,2,Farmer's market,1102.8,Clothing,3.0,Health,1096.12,Boutique shopping,1.0,Doctor appointment,557.89,Payment,15,Payment,24911.96,Credit Card Payment,6,Credit Card Payment,18000.0,Deposit,1.0,Withdrawal,223.35,Cash Deposit,1.0,Mobile App Withdrawal,223.35,Payment,2,Payment,4400.0,Branch Withdrawal,1,Credit Card Payment,3100.0,Payment,4,Payment,4472.21,Bill Payment,2,Credit Card Payment,3100.0,Deposit,3,Payment,4139.75,Check Deposit,2,Credit Card Payment,2600.0,Purchase,3,Payment,4200.0,Branch Withdrawal,1,Credit Card Payment,3200.0,IncomingTransfer,2,Payment,3300.0,Credit Card Payment,1,Credit Card Payment,2600.0,OnlineShopping,2,Payment,4400.0,Branch Withdrawal,1,Credit Card Payment,3400.0,-11110.595,1.0,0.833333333,0.090909091,-0.333333333,0.25,-0.3,12.01088779,0.137138156,-0.080561875,-0.01635297,-0.123504281,0.110530788,4.0,-0.44,-0.285714286,-0.2,1.125,-0.411764706,3.651437515,-0.011044244,-0.464267678,0.511589349,0.565212584,-0.498721365
708414033,50,M,4,Graduate,Married,$40K - $60K,Blue,38,6,3,3,2845.0,1153,1692.0,0.836,0.941,0.203794669,admin.,84,63520.95,5,11,15,13,17,13,10,487.98,9877.07,10594.58,11399.78,11418.72,9338.65,10404.17,84,6957.55,2,14,18,11,20,10,9,204.31,836.38,1329.57,1302.3,1472.72,631.24,1181.03,Miscellaneous,17,Miscellaneous,1501.01,Electronics shopping,7,Home supplies,752.06,Miscellaneous,1.0,Miscellaneous,104.34,Fast food,1.0,Other expenses,104.34,Entertainment,4,Technology,390.81,Cinema ticket,2,Online tech shopping,383.14,Miscellaneous,6,Miscellaneous,626.21,Electronics shopping,2,Home supplies,491.35,Health,2,Technology,532.62,Dental care,2,Electronics shopping,532.62,Health,5,Clothing,551.4,Doctor appointment,3,Doctor appointment,325.19,Clothing,3,Miscellaneous,260.71,Thrift store,3,Home supplies,260.71,Restaurant,2.0,Restaurant,462.74,Dinner,1.0,Supermarket shopping,440.11,Payment,21,IncomingTransfer,29913.42,ATM Withdrawal,7,Salary,29400.0,OnlineShopping,2.0,OnlineShopping,222.48,Freelance Payment,1.0,Peer-to-Peer Transfer,197.58,Payment,3,IncomingTransfer,5149.25,ATM Withdrawal,1,Salary,4900.0,Payment,5,IncomingTransfer,4900.0,Bill Payment,3,Salary,4900.0,Payment,3,IncomingTransfer,4900.0,ATM Withdrawal,1,Salary,4900.0,Payment,4,IncomingTransfer,5134.29,ATM Withdrawal,3,Salary,4900.0,Payment,3,IncomingTransfer,4900.0,ATM Withdrawal,1,Salary,4900.0,Purchase,3,IncomingTransfer,4900.0,ATM Withdrawal,1,Salary,4900.0,2610.316801,1.2,0.363636364,-0.133333333,0.307692308,-0.235294118,-0.230769231,19.24072708,0.072644013,0.076001125,0.001661436,-0.18216315,0.114097862,6.0,0.285714286,-0.388888889,0.818181818,-0.5,-0.1,3.093681171,0.589672159,-0.020510391,0.130860785,-0.57137813,0.870968253
